name;date;policy_id;claimUSD;type;distance_to_coast;damag;insure;claim;build;insur;properti;report;total;polici;content;hurrican;amount;repair;odile;follow;hotel;septemb;locat;provid;cover;affect;materi;inform;grupo;m̩xico;result;consequenti;remov;adjust;includ;debri;california;present;review;seguro;equip;deduct;event;replac;section;agreement;villa;condit;expens;within;inspect;period;estim;respect;order;consid;incluye;water;finish;floor;detail;interrupt;beach;express;window;element;carri;request;appli;construct;regard;coinsur;complet;interim;document;outdoor;reserv;observ;differ;final;limit;pueblo;refer;payment;correspond;calcul;import;equipo;mexico;bonito;support;howev;addit;furnitur;hydrometeorolog;account;phenomena;compani;servic;coverag;civil;instal;structur;posada;preliminari
15.01.12 - (01) BANCO INVEX SA FIDEICOMIS NO 192 FINAL - 01563814 (ENG) .pdf;14th September 2014 ;TSA355860201 ;7260850.00;port;4.01805133463284;28.6031047198027;4.75793374392368;11.3359119441662;3.11343919386305;15.4471483193177;10.5136646691359;7.22467556901461;10.5136646691359;12.1581592191965;-0.17554990625819;17.0916428693783;9.69141739410554;11.3359119441662;13.8026537692571;8.86917011907523;-0.17554990625819;7.22467556901461;4.75793374392368;5.58018101895399;2.29119191883274;1.46894464380243;3.93568646889336;3.11343919386305;0.646697368772121;2.29119191883274;11.3359119441662;-0.17554990625819;4.75793374392368;7.22467556901461;7.22467556901461;3.93568646889336;7.22467556901461;4.75793374392368;5.58018101895399;0.646697368772121;1.46894464380243;3.11343919386305;3.11343919386305;3.93568646889336;3.11343919386305;1.46894464380243;-0.17554990625819;1.46894464380243;0.646697368772121;2.29119191883274;2.29119191883274;5.58018101895399;1.46894464380243;-0.17554990625819;6.4024282939843;3.93568646889336;-0.17554990625819;3.11343919386305;3.11343919386305;3.11343919386305;4.75793374392368;-0.17554990625819;-0.17554990625819;-0.17554990625819;0.646697368772121;3.93568646889336;9.69141739410554;0.646697368772121;1.46894464380243;3.11343919386305;2.29119191883274;-0.17554990625819;0.646697368772121;0.646697368772121;0.646697368772121;-0.17554990625819;-0.17554990625819;3.93568646889336;6.4024282939843;4.75793374392368;7.22467556901461;-0.17554990625819;1.46894464380243;-0.17554990625819;0.646697368772121;7.22467556901461;0.646697368772121;-0.17554990625819;7.22467556901461;-0.17554990625819;2.29119191883274;1.46894464380243;-0.17554990625819;-0.17554990625819;-0.17554990625819;-0.17554990625819;-0.17554990625819;1.46894464380243;3.11343919386305;0.646697368772121;3.11343919386305;1.46894464380243;5.58018101895399;-0.17554990625819;0.646697368772121
15.06.03 - CABO REAL (DREAMS & CASA DEL MAR & GANZO IR6 [ENG] .pdf;NA;GSA085570200 ;29388202.526;hotel;91.6176192120947;33.339005551484;2.96260453692327;11.5922639160599;19.876736920031;19.5315505448655;20.9122960455274;3.99816366241966;10.211518415398;14.698941292549;14.0085685422181;1.58185903626142;17.1152459187073;2.27223178659234;1.23667266109595;2.61741816175781;25.3997189226784;1.23667266109595;10.5567047905635;5.37890916308151;10.211518415398;7.4500274140743;10.211518415398;1.58185903626142;0.201113535599565;0.891486285930492;8.48558653957069;6.06928191341244;5.72409553824698;11.5922639160599;2.61741816175781;5.72409553824698;0.201113535599565;-0.144072839565899;1.92704541142688;0.546299910765028;3.6529772872542;7.4500274140743;2.61741816175781;5.37890916308151;14.0085685422181;7.79521378923976;1.58185903626142;1.58185903626142;1.23667266109595;1.23667266109595;1.58185903626142;3.99816366241966;0.891486285930492;1.23667266109595;2.27223178659234;1.58185903626142;-0.144072839565899;0.201113535599565;0.891486285930492;0.201113535599565;2.27223178659234;-0.144072839565899;0.201113535599565;6.75965466374337;1.58185903626142;2.27223178659234;2.61741816175781;0.546299910765028;6.06928191341244;0.891486285930492;0.891486285930492;4.68853641275059;2.96260453692327;0.891486285930492;-0.144072839565899;3.99816366241966;1.58185903626142;0.546299910765028;6.41446828857791;1.23667266109595;2.27223178659234;-0.144072839565899;0.546299910765028;1.23667266109595;7.79521378923976;8.48558653957069;0.546299910765028;-0.144072839565899;-0.144072839565899;-0.144072839565899;0.201113535599565;0.891486285930492;1.58185903626142;3.6529772872542;3.30779091208873;0.201113535599565;3.6529772872542;0.201113535599565;0.891486285930492;0.201113535599565;-0.144072839565899;1.23667266109595;1.92704541142688;-0.144072839565899;-0.144072839565899
16.07.11 - FINAL REPORT - CLUB 96 - 01582314.pdf;41896,00;GSA093930100 ;3009800.82;hotel;0.118755826421611;23.7117998832057;2.39712136790421;3.65092598645135;18.6965814090171;17.44277679047;3.65092598645135;1.14331674935706;14.9351675533757;6.15853522354565;9.9199490791871;6.15853522354565;2.39712136790421;1.14331674935706;4.9047306049985;1.14331674935706;-0.110487869190091;3.65092598645135;-0.110487869190091;1.14331674935706;7.4123398420928;3.65092598645135;-0.110487869190091;1.14331674935706;-0.110487869190091;3.65092598645135;-0.110487869190091;1.14331674935706;-0.110487869190091;-0.110487869190091;2.39712136790421;2.39712136790421;-0.110487869190091;2.39712136790421;1.14331674935706;3.65092598645135;4.9047306049985;3.65092598645135;-0.110487869190091;3.65092598645135;6.15853522354565;8.66614446063995;2.39712136790421;-0.110487869190091;1.14331674935706;-0.110487869190091;6.15853522354565;2.39712136790421;-0.110487869190091;-0.110487869190091;-0.110487869190091;-0.110487869190091;-0.110487869190091;7.4123398420928;-0.110487869190091;3.65092598645135;1.14331674935706;-0.110487869190091;2.39712136790421;8.66614446063995;7.4123398420928;-0.110487869190091;2.39712136790421;-0.110487869190091;-0.110487869190091;-0.110487869190091;6.15853522354565;3.65092598645135;1.14331674935706;-0.110487869190091;1.14331674935706;-0.110487869190091;-0.110487869190091;8.66614446063995;-0.110487869190091;2.39712136790421;2.39712136790421;-0.110487869190091;2.39712136790421;4.9047306049985;1.14331674935706;-0.110487869190091;46.2802830170544;2.39712136790421;1.14331674935706;-0.110487869190091;-0.110487869190091;-0.110487869190091;-0.110487869190091;2.39712136790421;1.14331674935706;1.14331674935706;1.14331674935706;-0.110487869190091;1.14331674935706;2.39712136790421;-0.110487869190091;4.9047306049985;1.14331674935706;-0.110487869190091;-0.110487869190091
15.05.14 - COSTCO - 01562914 - FINAL [ENG] .pdf;41896,00;GJA020960300;6872267.9;centre commercial;NA;7.2079720107637;7.61274190147023;8.28735838598111;4.64442936962234;0.866577056361395;0.326883868752689;6.12858563554628;17.8669124660357;3.29519640060057;1.00150035326357;1.4062702439701;5.85873904174193;3.02534980679622;4.37458277581799;2.35073332228534;0.0570372749483356;0.731653759459219;2.48565661918751;2.75550321299187;0.866577056361395;0.731653759459219;1.27134694706793;2.08088672848099;2.21581002538316;8.42228168288329;1.94596343157881;2.08088672848099;3.29519640060057;1.67611683777446;3.43011969750275;2.35073332228534;1.67611683777446;1.67611683777446;0.596730462557042;1.94596343157881;5.04919926032887;1.00150035326357;1.00150035326357;2.89042650989404;2.35073332228534;0.326883868752689;-0.212809318856018;1.13642365016575;5.04919926032887;1.54119354087228;0.326883868752689;1.4062702439701;0.596730462557042;1.54119354087228;0.731653759459219;2.48565661918751;9.09689816739417;1.00150035326357;-0.212809318856018;0.0570372749483356;0.596730462557042;1.13642365016575;-0.212809318856018;0.0570372749483356;-0.212809318856018;-0.212809318856018;1.00150035326357;0.191960571850512;0.461807165654865;-0.077886021953841;0.191960571850512;1.94596343157881;-0.077886021953841;-0.212809318856018;1.54119354087228;-0.077886021953841;-0.077886021953841;0.596730462557042;1.00150035326357;4.91427596342669;0.596730462557042;-0.212809318856018;0.596730462557042;3.02534980679622;1.4062702439701;0.596730462557042;3.43011969750275;22.1844579669053;2.48565661918751;-0.212809318856018;2.62057991608969;0.0570372749483356;0.596730462557042;5.04919926032887;1.27134694706793;2.62057991608969;0.866577056361395;1.27134694706793;-0.212809318856018;-0.212809318856018;0.191960571850512;0.326883868752689;-0.212809318856018;-0.212809318856018;-0.212809318856018
15.06.19 - GRUPO POSADAS - 01565414- 4IR -(ENG.).pdf;41896,00; GSA098420000 ;12689222.27;hotel;0.09555632649988;16.07749741932;21.8051513973607;36.1242863424625;13.2136704302996;16.07749741932;24.6689783863811;17.9867154120002;11.7817569357895;15.1228884229799;10.8271479394493;4.62218946323855;9.87253894310921;4.62218946323855;2.23566697238825;16.07749741932;4.62218946323855;2.23566697238825;6.53140745591879;6.53140745591879;6.53140745591879;4.14488496506849;3.19027596872837;0.326448979708008;8.91792994676909;0.803753477878068;4.14488496506849;4.14488496506849;6.05410295774873;2.23566697238825;6.53140745591879;4.14488496506849;1.28105797604813;7.00871195408885;6.53140745591879;1.75836247421819;2.71297147055831;4.14488496506849;6.53140745591879;2.23566697238825;-0.150855518462052;5.57679845957867;0.326448979708008;4.62218946323855;7.00871195408885;4.14488496506849;0.326448979708008;2.71297147055831;1.28105797604813;5.57679845957867;1.75836247421819;2.71297147055831;-0.150855518462052;0.803753477878068;0.803753477878068;0.326448979708008;2.23566697238825;6.53140745591879;1.75836247421819;2.71297147055831;1.28105797604813;7.48601645225891;1.28105797604813;0.803753477878068;3.66758046689843;0.326448979708008;2.71297147055831;4.14488496506849;0.803753477878068;9.87253894310921;5.09949396140861;10.8271479394493;0.326448979708008;-0.150855518462052;1.75836247421819;3.19027596872837;3.66758046689843;-0.150855518462052;3.19027596872837;1.28105797604813;1.75836247421819;2.71297147055831;-0.150855518462052;-0.150855518462052;2.71297147055831;-0.150855518462052;2.23566697238825;2.71297147055831;7.96332095042897;1.28105797604813;2.23566697238825;4.62218946323855;0.326448979708008;0.803753477878068;0.326448979708008;4.14488496506849;5.09949396140861;0.803753477878068;2.71297147055831;9.87253894310921;-0.150855518462052
15.06.19 - GRUPO POSADAS - 01594914-3IR- (ENG).pdf;41896,00; GSA098420000 ;10027581.88;hotel;0.09555632649988;14.7803622351852;20.2548441466412;33.6922088383969;11.2966010188041;15.2780424089539;19.7571639728725;17.2687631040289;16.2734027564914;15.2780424089539;13.7850018876478;2.33835789096699;11.2966010188041;6.31979928111682;3.83139841227317;13.287321713879;4.82675875981063;2.33835789096699;4.82675875981063;5.82211910734809;4.82675875981063;3.33371823850444;3.83139841227317;0.347637195892069;8.80820014996047;0.845317369660799;4.3290785860419;3.83139841227317;5.82211910734809;6.31979928111682;7.31515962865428;4.3290785860419;1.34299754342953;4.3290785860419;4.82675875981063;1.84067771719826;2.33835789096699;3.83139841227317;5.82211910734809;2.33835789096699;0.347637195892069;3.83139841227317;4.3290785860419;5.82211910734809;6.81747945488555;1.84067771719826;0.347637195892069;1.84067771719826;0.347637195892069;6.31979928111682;1.34299754342953;1.34299754342953;-0.15004297787666;0.845317369660799;0.845317369660799;1.34299754342953;1.34299754342953;6.31979928111682;0.845317369660799;1.84067771719826;1.84067771719826;7.31515962865428;0.845317369660799;-0.15004297787666;4.3290785860419;1.34299754342953;3.83139841227317;4.82675875981063;1.34299754342953;9.3058803237292;2.83603806473572;7.81283980242301;0.347637195892069;-0.15004297787666;2.33835789096699;4.3290785860419;3.83139841227317;-0.15004297787666;3.33371823850444;0.845317369660799;1.34299754342953;2.33835789096699;-0.15004297787666;-0.15004297787666;2.33835789096699;-0.15004297787666;0.845317369660799;2.83603806473572;3.83139841227317;0.347637195892069;3.83139841227317;4.3290785860419;0.845317369660799;1.34299754342953;0.845317369660799;2.83603806473572;5.32443893357936;0.845317369660799;2.33835789096699;9.3058803237292;0.347637195892069
15.09.22 - ME CABO - FINAL - 01566814 - ENG.pdf;14th September 2014 ;GSA085110202;7466742.3594;hotel;0.09555632649988;19.8062886468025;19.8062886468025;11.8270976032704;23.7958841685686;15.8166931250365;23.7958841685686;13.1569627771924;5.17777173366035;21.1361538207245;11.8270976032704;9.1673672554264;13.1569627771924;2.51804138581632;5.17777173366035;3.84790655973834;6.50763690758237;6.50763690758237;5.17777173366035;7.83750208150438;13.1569627771924;-0.14168896202771;11.8270976032704;1.18817621189431;-0.14168896202771;5.17777173366035;6.50763690758237;26.4556145164126;5.17777173366035;10.4972324293484;5.17777173366035;5.17777173366035;1.18817621189431;2.51804138581632;2.51804138581632;1.18817621189431;5.17777173366035;6.50763690758237;2.51804138581632;5.17777173366035;3.84790655973834;10.4972324293484;-0.14168896202771;6.50763690758237;1.18817621189431;6.50763690758237;-0.14168896202771;10.4972324293484;1.18817621189431;1.18817621189431;-0.14168896202771;-0.14168896202771;-0.14168896202771;-0.14168896202771;3.84790655973834;-0.14168896202771;2.51804138581632;-0.14168896202771;-0.14168896202771;7.83750208150438;3.84790655973834;2.51804138581632;-0.14168896202771;3.84790655973834;7.83750208150438;2.51804138581632;1.18817621189431;5.17777173366035;-0.14168896202771;1.18817621189431;-0.14168896202771;2.51804138581632;-0.14168896202771;2.51804138581632;-0.14168896202771;5.17777173366035;3.84790655973834;-0.14168896202771;2.51804138581632;2.51804138581632;1.18817621189431;3.84790655973834;-0.14168896202771;-0.14168896202771;2.51804138581632;-0.14168896202771;-0.14168896202771;-0.14168896202771;1.18817621189431;1.18817621189431;9.1673672554264;1.18817621189431;13.1569627771924;2.51804138581632;-0.14168896202771;2.51804138581632;-0.14168896202771;2.51804138581632;-0.14168896202771;-0.14168896202771;-0.14168896202771
15.02.24 - Plaza San Lucas - FINAL - 01563614 (ENG).pdf;14th September 2014 ;GSA085150201 ;2124557.318;centre commercial;0.0532322941747049;28.9868772308675;25.1007147722365;11.4991461670278;20.2430116989476;4.69836186442344;28.0153366162097;8.58452432305449;12.4706867816855;16.3568492403166;4.69836186442344;10.52760555237;16.3568492403166;2.75528063510792;8.58452432305449;7.61298370839673;-0.159341208865371;8.58452432305449;9.55606493771226;1.78374002045015;14.4137680110011;1.78374002045015;9.55606493771226;4.69836186442344;-0.159341208865371;2.75528063510792;3.72682124976568;7.61298370839673;4.69836186442344;9.55606493771226;10.52760555237;4.69836186442344;1.78374002045015;-0.159341208865371;3.72682124976568;0.812199405792391;2.75528063510792;8.58452432305449;1.78374002045015;6.64144309373897;8.58452432305449;13.4422273963433;-0.159341208865371;6.64144309373897;4.69836186442344;1.78374002045015;3.72682124976568;3.72682124976568;2.75528063510792;2.75528063510792;4.69836186442344;2.75528063510792;-0.159341208865371;0.812199405792391;0.812199405792391;1.78374002045015;3.72682124976568;-0.159341208865371;-0.159341208865371;10.52760555237;3.72682124976568;0.812199405792391;0.812199405792391;3.72682124976568;4.69836186442344;2.75528063510792;0.812199405792391;4.69836186442344;4.69836186442344;0.812199405792391;0.812199405792391;2.75528063510792;-0.159341208865371;0.812199405792391;2.75528063510792;6.64144309373897;3.72682124976568;-0.159341208865371;1.78374002045015;-0.159341208865371;1.78374002045015;6.64144309373897;-0.159341208865371;-0.159341208865371;3.72682124976568;-0.159341208865371;0.812199405792391;2.75528063510792;3.72682124976568;0.812199405792391;4.69836186442344;-0.159341208865371;7.61298370839673;0.812199405792391;3.72682124976568;0.812199405792391;-0.159341208865371;1.78374002045015;-0.159341208865371;-0.159341208865371;-0.159341208865371
16.06.14 - PUEBLO BONITO - 01564314 - UPDATE REPORT.pdf;14th September 2014 ;GJ1002601100 ;121520297.00;hotel;0.859795945944404;9.67617692561685;6.34866068037897;11.6726866727596;13.6691964199023;0.137297022601603;2.35564118609352;2.13380676974433;35.1871348057739;3.0211444351411;25.2045860700603;4.57398534958544;2.13380676974433;35.8526380548215;4.57398534958544;1.91197235339514;-0.0845373937475886;2.57747560244271;2.57747560244271;3.46481326783948;0.137297022601603;2.13380676974433;0.580965855299987;3.0211444351411;3.90848210053786;0.137297022601603;1.46830352069675;0.359131438950795;6.12682626402978;3.46481326783948;3.0211444351411;6.12682626402978;0.137297022601603;1.69013793704595;0.802800271649178;0.802800271649178;-0.0845373937475886;1.91197235339514;0.137297022601603;-0.0845373937475886;1.02463468799837;3.46481326783948;-0.0845373937475886;0.580965855299987;-0.0845373937475886;-0.0845373937475886;1.24646910434756;0.359131438950795;0.802800271649178;0.580965855299987;0.580965855299987;3.46481326783948;-0.0845373937475886;-0.0845373937475886;-0.0845373937475886;-0.0845373937475886;1.46830352069675;-0.0845373937475886;-0.0845373937475886;-0.0845373937475886;-0.0845373937475886;0.580965855299987;0.580965855299987;-0.0845373937475886;0.359131438950795;-0.0845373937475886;0.359131438950795;1.02463468799837;-0.0845373937475886;-0.0845373937475886;0.359131438950795;0.802800271649178;-0.0845373937475886;0.359131438950795;1.24646910434756;1.24646910434756;0.580965855299987;4.13031651688705;0.802800271649178;0.580965855299987;3.0211444351411;1.46830352069675;-0.0845373937475886;-0.0845373937475886;-0.0845373937475886;4.13031651688705;4.79581976593463;0.137297022601603;2.7993100187919;-0.0845373937475886;0.580965855299987;0.137297022601603;0.137297022601603;0.137297022601603;-0.0845373937475886;0.359131438950795;-0.0845373937475886;-0.0845373937475886;0.137297022601603;-0.0845373937475886;-0.0845373937475886
14.12.17 - SHERATON - FINAL Eng - 01562314.pdf;14th September 2014 ;GJA021930100 ;26137746.09;hotel;NA;9.02279646947038;0.899977738346941;3.85373000421001;11.791939218717;15.4841295510459;9.39201550270327;1.45380628819627;11.2381106688677;2.9306824211278;5.51521565375799;2.56146338789492;4.77677758729222;2.74607290451136;1.82302532142915;2.56146338789492;7.73052985315529;1.63841580481271;0.899977738346941;1.26919677157982;2.00763483804559;1.45380628819627;2.00763483804559;1.26919677157982;0.161539671881173;1.08458725496338;3.29990145436069;1.82302532142915;2.19224435466203;3.85373000421001;2.74607290451136;1.82302532142915;0.530758705114057;1.26919677157982;0.530758705114057;0.161539671881173;2.9306824211278;3.66912048759357;0.161539671881173;2.37685387127848;4.77677758729222;2.74607290451136;17.5148342338267;1.45380628819627;0.530758705114057;0.346149188497615;2.00763483804559;0.715368221730499;0.161539671881173;-0.0230698447352688;1.08458725496338;1.08458725496338;31.9143765299092;2.74607290451136;0.346149188497615;2.74607290451136;0.715368221730499;0.161539671881173;1.63841580481271;0.715368221730499;0.161539671881173;0.530758705114057;1.45380628819627;0.715368221730499;0.899977738346941;1.82302532142915;0.530758705114057;1.08458725496338;1.08458725496338;-0.0230698447352688;0.530758705114057;2.00763483804559;-0.207679361351711;1.26919677157982;2.56146338789492;1.63841580481271;1.26919677157982;-0.207679361351711;0.161539671881173;0.161539671881173;1.26919677157982;2.19224435466203;0.161539671881173;2.37685387127848;0.161539671881173;-0.207679361351711;0.715368221730499;0.530758705114057;0.346149188497615;1.63841580481271;2.00763483804559;0.715368221730499;2.74607290451136;0.161539671881173;0.715368221730499;1.45380628819627;-0.207679361351711;1.08458725496338;1.08458725496338;-0.207679361351711;-0.207679361351711
